file_name,chunk_index,chunk_id,question_index,question,answer
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,56,56,0,Pourquoi la Dame de Bonifacio est-elle considérée comme une jeunette en comparaison avec l'Omu di Cagna?,"La Dame de Bonifacio a 9 000 ans, alors que l'Omu di Cagna a 350 millions d'années."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,56,56,1,Quel minerai peut-être responsable du fait que l'Omu di Cagna présente des couleurs variant du gris au rouge?,"Le texte ne précise pas explicitement quels minéraux ont pu causer les couleurs du granite de l'Omu di Cagna, mais il est possible que certains minéraux soient responsables de la variation de couleur allant du gris au rouge."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,57,57,0,Quelle est la position géographique de Ghjirulatu ?,Ghjirulatu se trouve à la commune d'Osani.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,57,57,1,Quel est le statut de Ghjirulatu dans le domaine des patrimoines mondiaux de l'Unesco ?,Ghjirulatu compte six patrimoines mondiaux de l'Unesco.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,58,58,0,Qui était Dragut dans le contexte historique décrit?,Dragut était un corsaire turc qui a commencé à attaquer la Corsica à partir de l'année 1520.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,58,58,1,Quel est le conflit géostrategique référencé dans le texte?,Le conflit géostrategique référencé dans le texte est la lutte entre la France de François Ier et l'Espagne de Charles V.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,59,59,0,"Dans quel pays se trouve le site de Girolata, considéré aujourd'hui comme un haut lieu du patrimoine insulaire ?",Le site de Girolata se trouve en Italie.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,59,59,1,Quel est l'événement historique qui a eu lieu à U Ghjirulatu et pour lequel il est considéré comme une victoire majeure des alliés d'Italie ?,"Le capture de Dragut s'est produit à U Ghjirulatu, considéré comme une victoire majeure des alliés d'Italie."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,60,60,0,Quels sites naturels ont été inscrits au patrimoine mondial par l'Unesco ?,La réserve de Scandola et le golfe de Porto
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,60,60,1,Quel est l'emblème rapace sauvé par la qualité de l'environnement naturel de Girolata ?,Le balbuzard pêcheur
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,61,61,0,Quelle est la composition principale de la flotte de Dragut?,La flotte de Dragut est composée essentiellement de fustes légères.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,61,61,1,Quels événements particulièrement difficiles ont touché la Corse en 1539?,"En 1539, la Corse a connu des attaques terribles sur Paomia et Palasca, et le Fium'Orbu a payé un lourd tribut avec l'enlèvement de cent personnes à Coasina."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,62,62,0,Qu'est-ce que Zanettino a fait pour piéger Dragut ?,Zanettino a fait croire à Dragut que la flotte génoise était faible en faisant apparaitre ostentatoirement le fort et la tour de Girolata.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,62,62,1,Quel est ce qu'Andrea Doria a fait après avoir livré Dragut ?,Andrea Doria a revendu Dragut aux Turcs.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,63,63,0,Quel est le nom du chanteur traditionnel corsu dont le pays de Sermanu tient un grand rôle dans la sauvegarde de la musique corse ?,Cesar Vezzani
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,63,63,1,Est-ce que la musique corse traditionnelle a été reconnue comme patrimoine mondial de l'Unesco ?,"Oui, cela est mentionné dans le texte"
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,64,64,0,Quel est le nom du groupe créé par Luciani et ses amis à Sermanu en 1955?,Le nom du groupe créé par Luciani et ses amis à Sermanu en 1955 est A Manella.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,64,64,1,Pourquoi a-t-on trouvé des difficultés dans le maintien de la tradition musicale à Sermanu?,On a trouvé des difficultés dans le maintien de la tradition musicale à Sermanu en raison de l'adaptation de la musique à des touristes et du manque d'acceptation de la tradition par certains.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,65,65,0,Quel événement marquant pour le mouvement du chant populaire corse a eu lieu le 17 juillet 1973 à Sermanu?,"Le 17 juillet 1973 à Sermanu, trois chanteurs, Paulu Poletti, Saveriu Valentini et Alain Bitton dittu Minicale, ont débarqué et ont commencé leurs premiers pas avec le groupe Canta u populu corsu, qui cherche à défendre l'identité corse, à la fois dans les pays et après avoir reçu des fonds culturels."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,65,65,1,Qu'est-ce que Sermanu symbolise dans le texte?,"Sermanu symbolise une identité corse brisée, mais maintenue, érigée et tentée d'être retrouvée."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,66,66,0,Quel endroit en Corse a une place particulière dans l'histoire du chant traditionnel corse ?,Sermanu a une place à part dans l'histoire du chant traditionnel corse.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,66,66,1,Pourquoi Sermanu a-t-il une place importante dans la réhabilitation et la promotion du chant traditionnel corse fortement axé sur la polyphonie ?,"Sermanu a une place importante dans la réhabilitation et la promotion du chant traditionnel corse fortement axé sur la polyphonie car c'est un endroit où la notion de Riacquistu, la réappropriation culturelle des années 1970, a eu un rôle fondamental."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,67,67,0,Quel événement important la polyphonie corse a-t-elle récemment connu ?,La polyphonie corse a intégré le patrimoine mondial de l'Unesco.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,67,67,1,Quelle période sombre a marqué la polyphonie corse au XXe siècle ?,La polyphonie corse a connu une période noire au XXe siècle.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,68,68,0,Quel rôle a joué Jacques Luciani et l'abbé Filippi dans l'histoire de la musique corse ?,"Ils ont joué un premier rôle car ils ont fondé à Corte le groupe A Manella en 1955, en reconnaissant l'exceptionnel patrimoine chanté du village et en assumant la chanson polyphonique corse."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,68,68,1,Quel est le Riacquistu et pourquoi est-il important ?,Le Riacquistu est un espace critique pour une jeunesse en quête d'une identité. Il est important car il a permis à une jeunesse de trouver leur identité souvent sacrifiée sur l'autel de la modernité.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,69,69,0,Qui sont les trois étrangers qui ont débarqué à Sermanu dans le texte ?,"Les trois étrangers qui ont débarqué à Sermanu sont Ghjuvan Paulu Poletti, Saveriu Valentini et Minicale."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,69,69,1,"Quel est le sens de Can tau populu corsu, selon le texte ?","L'ossature et le sens du groupe Can tau populu corsu sont là, signifiant que c'est le noyau et le sens de ce groupe qui sont présents."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,70,70,0,Quel était le sujet de l'article publié en 1985 dans la revue de prutistantisme libéral Évangile et liberté ?,"L'article traitait des 40 années de prutistantisme qui se sont déroulées dans le village de Auddè en Corsica, de 1905 à 1945."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,70,70,1,Quel fut le geste controversé commis par le prêtre d'Auddè après l'offense ?,Le prêtre d'Auddè s'est joint à une famille ennemie dans la place de Sartè.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,71,71,0,Quel est le rôle joué par le père Combes dans le contexte de la période historique décrite ?,"Le père Combes était un ministre républicain connu pour son anticléricalisme. Il est décrit comme ayant joué un rôle important dans les controverses entre l'Église et l'État, jusqu'à l'année 1905."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,71,71,1,Qu'est-ce qui est indiqué dans la référence à l'URL http://huguenotsinfo.free.fr/temples/aullene_hist.htm ?,"La référence indique un lien vers un site web qui contient de l'information sur des temples protestants d'Aullène, sans plus de précision."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,72,72,0,Quel événement historique a été relancé en France en 1850?,"L'événement historique relancé en France en 1850 est la loi Falloux, qui a permis de renouveler la présence catholique dans l'éducation publique."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,72,72,1,Pourquoi les prêtres catholiques étaient-ils remplacés à Auddé?,Les prêtres catholiques étaient remplacés à Auddé car ils étaient considérés comme étant impliqués dans des situations de violence et avaient été envoyés à la garde de la police républicaine.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,73,73,0,Quel est le sujet de l'article en question ?,"L'article traite de la reconstitution d'un temple protestant dans le village d'Aullène en Corse, pendant la première moitié du xx^{e} siècle, et du conflit entre les préceptes religieux et la pratique coutumière de la vendetta dans ce village."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,73,73,1,Comment est impliqué le prêtre de la paroisse dans le conflit de vendetta ?,"Le prêtre de la paroisse est impliqué car son oncle, berger de son état, a été assassiné, ce qui a entrainé un conflit familial. Il doit alors choisir entre respecter les préceptes religieux et risquer de perdre la face auprès de ses paroissiens, ou continuer à prêcher la paix et le pardon tout en tirant sur deux membres de la famille ennemie."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,74,74,0,Quel acte a le prêtre commis qui a été condamné par contumace?,Le prêtre a tiré sur deux membres de la famille ennemie sur la place de Sartène.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,74,74,1,Pourquoi les paroissiens ont-ils protégé le prêtre malgré sa condamnation?,Les paroissiens ont protégé le prêtre malgré sa condamnation car ils l'ont soutenu et continué à le protéger.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,75,75,0,Pourquoi le curé vengeur de Lochimondu a-t-il dû être remplacé?,Il a dû être remplacé car il a tenté de célébrer la messe après que la garde républicaine ait été envoyée pour l'empêcher.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,75,75,1,Quel était le rôle de l'évêque dans le conflit de Lochimondu?,L'évêque a tenté de rétablir l'image de l'Église en envoyant la garde républicaine pour empêcher le curé vengeur de célébrer la messe.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,76,76,0,Pourquoi l'évêque a-t-il dû faire envoyer la garde républicaine?,L'évêque a dû faire envoyer la garde républicaine pour empêcher le curé vengeur de célébrer la messe.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,76,76,1,Quel est l'effet de l'arrivée de Jean-Daniel Reboul à Aullène?,L'arrivée de Jean-Daniel Reboul à Aullène a permis de faire disparaître la vendetta et de reconnaître Jean-Daniel Reboul et son homologue catholique par la population.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,77,77,0,Quel est le lieu préféré de l'énergie propre dans le texte ?,Le Capicorsu est décrit comme le lieu préféré de l'énergie propre dans le texte.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,77,77,1,Quand ont été placés les premiers moulins à vent en Corsica ?,"Dans le texte, il est indiqué que les premiers moulins à vent en Corsica ont été placés en 1623."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,78,78,0,Où ont été placés les premiers moulins à vent de Corsica?,"Les premiers moulins à vent de Corsica ont été placés à la fin de la péninsule de Bunifaziu, près du cimetière, en 1623."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,78,78,1,Quels types de produits étaient fabriqués avec les moulins à vent de Corsica?,"Les moulins à vent de Corsica étaient utilisés pour fabriquer de la farine de blé, des fleurs et des produits divers."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,79,79,0,Quel est le patrimoine mentionné dans le texte?,Le patrimoine mentionné dans le texte est celui des moulins turri.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,79,79,1,"Parmi les moulins cités, quel est le plus ancien?","Le mulinu Mactei est le plus ancien, puisque c'est le premier à être mentionné."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,80,80,0,Quel est l'exemple de développement industriel donné dans le texte?,Le développement industriel donné dans le texte est celui des moulins à vent du Cap Corse.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,80,80,1,Quels sont les témoins toujours debout de la vocation historique du Cap Corse?,Les témoins toujours debout de la vocation historique du Cap Corse sont les moulins à vent.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,81,81,0,Quel est le nombre de moulins à vent recensés dans le Cap corse?,Treize moulins sont recensés dans le Cap corse.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,81,81,1,comment ont-ils été introduits en Occident?,Les premiers plans des moulins à vent en Occident auraient été introduits de l'Orient par les croisés au XIe siècle.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,82,82,0,Quel est le lieu où l'on trouve deux moulins près d'une aire de battage du blé ?,A la Punta di a Coscia
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,82,82,1,Quelles villes du Cap corse on peut encore trouver des moulins ?,Ajaccio ou à L'île-Rousse
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,83,83,0,Quel moulin a été restauré par Louis Napoléon Mattei et de quelle manière a-t-il été utilisé?,Le moulin Mattei a été restauré par Louis Napoléon Mattei et a été donné une vocation publicitaire.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,83,83,1,Pourquoi les moulins du Cap ont-ils cessé leur activité?,"Les moulins du Cap ont cessé leur activité autour de 1850, évincés par les nouvelles technologies mécaniques de la Révolution industrielle."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,84,84,0,"Qu'est-ce qui est considéré comme les ancêtres des éoliennes du Cap Corse, d'après le texte?","Les vieux moulins sont considérés comme les ancêtres des éoliennes du Cap Corse, d'après le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,84,84,1,"Quel est le lien entre l'histoire du vent dans le Cap Corse et l'histoire en général, d'après le texte?","L'histoire du vent dans le Cap Corse est considérée comme le vent de l'histoire en général, d'après le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,85,85,0,Où se trouve l'Orriu ?,"L'Orriu se trouve dans le pays de Chera, situé à l'est de la Corsica et près de Bonifacio."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,85,85,1,Qu'est-ce que l'Orriu représente ?,"L'Orriu est une formation rocheuse naturelle, considérée comme une merveille, qui a été partiellement creusée par l'érosion. Elle sert de façade à de petites habitations rurales."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,86,86,0,Quel est le nom de l'Orriu qui est venu de Surbuddà en Alta Rocca selon le texte ?,L'Orriu qui est venu de Surbuddà en Alta Rocca est le Orriu li Culioli.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,86,86,1,Quel pays s'est retrouvé en Gallura et à Madalena selon le texte ?,Les Culioli se sont retrouvés en Gallura et à Madalena selon le texte.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,87,87,0,Quel village est-il le plus méridional de Corse ?,Le village de Chera est le plus méridional de Corse.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,87,87,1,Quel est l'élément le plus remarquable sur la partie supérieure du village de Chera ?,L'élément le plus remarquable sur la partie supérieure du village de Chera est l'Orriu.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,88,88,0,Qu'est-ce que l'Orriu ?,"L'Orriu est une structure inhabituelle qui ne ressemble ni à une grotte ni à une maison, bien qu'elle ait une façade appareillée de pierres sèches."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,88,88,1,Quelle est la structure de l'habitat rural appelé l'Orriu ?,La structure de l'habitat rural appelé l'Orriu est donnée par un bloc de granite évidé naturellement par l'érosion. Le toit et une partie des parois sont donc constitués par la roche même.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,89,89,0,Quel est le nom du lieu mentionné dans le texte où les Culioli se sont installés après avoir été obligés à l'exil ?,Le plateau d'Arapà
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,89,89,1,"Quel est le village des Culioli avant leur exil, mentionné dans le texte ?",Sorbollano
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,90,90,0,Quel est le nom de l'auteur qui a écrit sur le compagnon de Garibaldi?,François Canonici
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,90,90,1,"Quel est le nom du petit-fils de l'illustre poète oral Ghjuvan Andria, qui a remporté l'Eurovision des langues minoritaires en Suède?",Jacques Culioli
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,91,91,0,Quel est le nom du convent du premier mouvement vers l'indépendance de la Corse mentionné dans le texte ?,Le convent du premier mouvement vers l'indépendance de la Corse mentionné dans le texte est le convent d'Alisgiani.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,91,91,1,Quel était le lieu historique de la première tranche de la résistance à Corti en Corse ?,"D'après le texte, la première tranche de la résistance à Corti en Corse était centrée sur les lieux historiques de la Castagniccia."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,92,92,0,Quel est le lieu où se déroule le premier convention de l'église historique de la première tranche en Corse en 1736?,Le lieu où se déroule le premier convention de l'église historique de la première tranche en Corse en 1736 est San Francescu d'Alisgiani.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,92,92,1,Quels groupes religieux étaient en opposition avec les Franciscains dans les lieux de la haute-Rocca à cette époque?,Les groupes religieux qui étaient en opposition avec les Franciscains dans les lieux de la haute-Rocca à cette époque étaient les Ghjuvannali.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,93,93,0,Quel est le lieu où vit Raimond d'Aleria dans le texte?,"Le texte ne précise pas directement un lieu où vit Raimond d'Aleria, mais il semble s'agir des lieux de l'Alta Rocca."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,93,93,1,Quels sont les principaux thèmes abordés dans le texte?,"Le texte aborde les abus prétentieux et les exactions cruelles de Ghjuvannali et les inquisitions, ainsi que les aspects religieux et féodaux des lieux de l'Alta Rocca."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,94,94,0,"Quel est le nom de l'artiste qui a créé le tableau représentant la Vierge, attribué au peintre de la scola di Siena du XVe siècle?",Sano di Pietro
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,94,94,1,Quelle est la région de Corse la plus peuplée jusqu'au XVIIIe siècle?,Castagniccia
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,95,95,0,Quel lieu est-il considéré comme ayant une charge symbolique importante dans l'histoire de la Corse ?,Le couvent d'Alesani est considéré comme ayant une charge symbolique importante dans l'histoire de la Corse.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,95,95,1,"Quels symboles sont associés aux Giovannali, la communauté d'hérétiques qui trouvèrent refuge au couvent d'Alesani au XVe siècle ?","Les symboles associés aux Giovannali, la communauté d'hérétiques, sont ceux de la liberté ou de la révolte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,96,96,0,Quand a-t-il été fondé le premier implantation du couvent d'Alesani?,Le premier implantation du couvent d'Alesani a été fondé en 1236.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,96,96,1,Pourquoi les Giovannali ont-ils été excommuniés par l'évêque Raimondo d'Aleria?,Les Giovannali ont été excommuniés par l'évêque Raimondo d'Aleria car leur mode de vie communautaire et leur aversion pour le luxe des prélats face à la misère du peuple ne pouvaient être supportés par les autorités féodales et religieuses de l'époque.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,97,97,0,Quel est le symbole le plus remarquable du couvent d'Alesani ?,Le symbole le plus remarquable du couvent d'Alesani est sans doute le magnifique tableau de la Vierge à la cerise.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,97,97,1,Qui est l'auteur du tableau de la Vierge à la cerise du musée d'Aleria ?,Le tableau de la Vierge à la cerise du musée d'Aleria est attribué au peintre Sano di Pietro de l'école de Sienne du ~attrocento.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,98,98,0,Quel événement a causé la réduction de la population de Bonifaziu à une main de 700 personnes ?,"L'événement qui a causé la réduction de la population de Bonifaziu à une main de 700 personnes est la peste, mentionnée dans le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,98,98,1,Pourquoi les habitants de Bonifazio ont-ils dédié San Roccu ?,"Les habitants de Bonifazio ont dédié San Roccu car ce saint est considéré comme le custode de la peste, comme on peut le lire dans le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,99,99,0,Quel est le nom de la communauté qui a gagné la bataille contre les Pisans pour le contrôle du château bunifazinchi en 1195?,Les Ghjinuvesi
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,99,99,1,Comment pourrait-on traduire le mot « Bonifaziu » dans le texte?,"Il est impossible de dire exactement comment traduire le mot « Bonifaziu » dans le texte, car il ne figure pas complètement dans le texte. Toutefois, en se basant sur le contexte, il pourrait s'agir d'un lieu ou d'une personne associée à ce lieu."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,100,100,0,Quel lieu est-il décrit comme un col dans le texte ?,"San Roccu est un col, selon le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,100,100,1,"Dans quel lieu se croisent les chemins bonifaciens, selon le texte ?","Les chemins bonifaciens se croisent à l'échancrure de la falaise, selon le texte."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,101,101,0,Quel nom a donné aux habitants de Santa Teresa di Gallura le lieu nommé Lungoni ?,Le lieu nommé Lungoni a été nommé par les habitants de Santa Teresa di Gallura.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,101,101,1,Quel est le parler paradoxal d'origine ligure qui s'est posé sur cet extrême sud insulaire ?,Le bonifacien est le parler paradoxal d'origine ligure qui s'est posé sur cet extrême sud insulaire.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,102,102,0,Quel est le nom de la région d'origine du paradoxal dialecte que l'on trouve sur cette île au sud insulaire à cette époque ?,"Le dialecte provient de la Riviera génoise, qui est une région d'origine ligure."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,102,102,1,En quelle année les Génois ont-ils remporté la lutte pour la possession de ce promontoire stratégique ?,Les Génois ont remporté la lutte pour la possession de ce promontoire stratégique en 1195.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,103,103,0,Quel est le langage minoritaire que l'on peut entendre parfois à Lochimond en Corse ?,"Le bonifacien, qui était la langue de la population substituée, est le langage minoritaire que l'on peut entendre parfois à Lochimond en Corse."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,103,103,1,Pourquoi le bonifacien est-il saillant par la voix forte des anciens ?,Le bonifacien est saillant par la voix forte des anciens parce qu'il représente une minorité qui n'existe que par son cri.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,104,104,0,Dans quel lieu le héros s'arrête-t-il?,Il s'arrête devant les Bouches (la mer).
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,104,104,1,Quelle est la réaction du héros en présence de la foule polyglotte?,Il détecte les accents particuliers des gens.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,105,105,0,Où se trouve la école normale de la ville d'Aiacciu en Corse?,"L'école normale de la ville d'Aiacciu en Corse se trouve dans un beau palais avec un jardin magnifique, qui est assez discret et se trouve dans des lieux tranquilles, en face de la place Miot et à deux pas de la plage d'Aiaccini."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,105,105,1,Quand a-t-il été ouvert l'une des quatre premières écoles normales de France?,L'une des quatre premières écoles normales de France a été ouverte en 1829.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,106,106,0,Quel palais a été construit en 1854 pour abriter une école pour les femmes ?,"Un palais a été construit en 1854 à l'adresse 2, boulevard Albert-1er, connu sous le nom de la Maistrelli da l'Aiaccini."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,106,106,1,Quel rôle a joué l'école pour les femmes dans la démocratisation de l'éducation en Corse ?,"L'école pour les femmes a été un bénéfice important pour les Corse privés d'université après 1769, et a marqué les premiers pas de la démocratisation de l'éducation élémentaire en Corse."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,107,107,0,"Dans le texte, qui a été bénéficiaire des cours privés après l'année 1769 ?","Le sujet n'est pas clairement précisé dans le texte, mais il est mentionné que ce sont les Corse qui ont bénéficié des cours privés après cette année."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,107,107,1,Quelles ont été les conditions pour les femmes dans la Corse après le 1769 ?,"Le texte indique que les conditions ont été améliorées pour les femmes en Corse, sans que les détails soient précisés."
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,108,108,0,Quel est le nom de l'école normal de la Corse historiquement?,L'école normale de la Corse est historiquement appelée l'École normale d'Ajaccio.
documents\test-m3c\dbd5f14a9e6545880b0cd505583ea7d1fe1e8b3d.pdf,108,108,1,Où se trouve l'École normale d'Ajaccio?,"L'École normale d'Ajaccio se trouve dans un jardin luxuriant, face à la place Miot, à deux pas de la plage du Trottel."
