feedback,question_id,expected_score,model,score,execution_time,combination_size,type,question_text,human_answer
,452,8,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:4b",9.0,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:2b",6.67,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:4b",7.67,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.0,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b",9.0,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b",7.67,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:2b",8.0,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:4b",9.0,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b",8.0,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:2b",8.33,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:4b",9.33,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:2b",7.0,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:4b",8.0,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.33,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:llama3.2:3b",7.33,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:2b",7.67,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:4b",8.67,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:2b",6.33,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:4b",7.33,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",7.67,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:2b",6.67,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:4b",7.67,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:llama3.2:1b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.0,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:llama3.2:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",6.67,,3,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b",9.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b",8.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:2b",8.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:4b",9.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b",8.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:2b",8.5,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:4b",9.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:2b",7.5,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:4b",8.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.5,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:llama3.2:3b",7.75,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:2b",8.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:4b",8.75,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:2b",7.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:4b",7.75,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:2b",7.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:4b",8.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.5-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",7.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:llama3.2:3b",8.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:2b",8.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:4b",9.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:2b",7.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:4b",8.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:2b",7.5,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:4b",8.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.5,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"google:gemini-3.1-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",7.5,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:2b",7.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:4b",7.75,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",8.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:ministral-3:3b,ollama:llama3.2:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",7.0,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
,452,8,"ollama:llama3.2:1b,ollama:llama3.2:3b,ollama:qwen3.5:2b,ollama:qwen3.5:4b",7.25,,4,combination,Pourquoi la langue corse présente-t-elle des variations selon les régions ?,les variations existent pour que les différents groupes puissent se distinguer
Vous avez bien identifié la présence du verbe esse dans s'hè. Pourriez-vous préciser ce que représente l'autre forme s'è et comment elles se différencient ?,675,4,google:gemini-3.5-flash-lite,4,1.056,,individual,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
"Vous avez identifie correctement l'un des composants de s'he, mais pourriez-vous preciser la nature du pronom utilise dans cette forme ? De plus, sauriez-vous expliquer la difference structurelle avec la forme s'e ?",675,4,google:gemini-3.1-flash-lite,4,4.144,,individual,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
"Votre réponse se concentre uniquement sur la forme verbale *esse* sans expliquer son contexte d’usage ni préciser comment elle s’articule avec les autres éléments linguistiques attendus (*s’hè* comme contraction du pronom réfléchi). Pour une compréhension complète, il faudrait également mentionner que cette forme reflète un processus d’élision typique en corses, où le verbe *esse* (être) se combine avec le pronom réfléchi pour former une expression spécifique. La réponse référence donne une explication plus exhaustive et contextuelle.",675,4,ollama:ministral-3:3b,4,14.384,,individual,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
"Vos réponses sont très bien. Vous avez compris les règles grammaticales en corse, mais il y a une petite erreur dans votre réponse. La bonne réponse est « s’è », pas « s’hè ». Le verbe « s’è » est l'association de la conjonction « sì » et de l'expletif « è ». Vous avez également mentionné le pronom réfléchi, mais il n'est pas nécessaire dans ce cas. Vos réponses sont très bien et vous avez compris les principes sous-jacents.",675,4,ollama:llama3.2:1b,8,6.91,,individual,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
"En effet, « s'hè » est l'association du pronom réfléchi si élidé et du verbe « esse » conjugué à la 3e personne du singulier du présent de l'indicatif, tandis que « s'è » est l'association de la conjonction « sì » élidée et de l'explétif « è ». Le verbe « esse » est bien celui qui est associé à « s'hè ». Les variations linguistiques en Corse sont liées à la nécessité pour les groupes humains de se différencier, ce qui se reflète dans leur parler.",675,4,ollama:llama3.2:3b,6,3.448,,individual,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
"La réponse de l'utilisateur est partiellement correcte car elle identifie bien la base verbale du pronom réfléchi (l'association avec 'esse'), mais elle omet totalement le rôle crucial et spécifique de la conjonction élidée « sì » qui, dans ce cas précis comme pour d'autres formes corseuses, permet l'évolution phonétique en -è. La réponse attendue précise que c'est une association entre la conjonction si élidée et l'explétif è, un détail essentiel pour comprendre la structure complète de ces deux formes.",675,4,ollama:qwen3.5:2b,3,30.549,,individual,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
"Vous avez identifié que 's'hè' contient bien la forme du verbe 'esse', ce qui est un élément important. Cependant, pour comprendre toute la différence avec 's'è', il faut préciser que les deux formes sont des associations : 's'hè' combine le pronom réfléchi éliminé et le verbe, tandis que 's'è' associe une conjonction de confirmation à l'article défini. Pourriez-vous ajouter cette précision sur la structure complète de chaque forme ?",675,4,ollama:qwen3.5:4b,4,4.205,,individual,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,google:gemini-3.5-flash-lite,4.0,,1,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,google:gemini-3.1-flash-lite,4.0,,1,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,ollama:ministral-3:3b,4.0,,1,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,ollama:llama3.2:1b,8.0,,1,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,ollama:llama3.2:3b,6.0,,1,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,ollama:qwen3.5:2b,3.0,,1,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,ollama:qwen3.5:4b,4.0,,1,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite",4.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b",4.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b",6.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:llama3.2:3b",5.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:qwen3.5:2b",3.5,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:qwen3.5:4b",4.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b",4.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b",6.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:llama3.2:3b",5.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:qwen3.5:2b",3.5,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:qwen3.5:4b",4.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:ministral-3:3b,ollama:llama3.2:1b",6.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:ministral-3:3b,ollama:llama3.2:3b",5.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:ministral-3:3b,ollama:qwen3.5:2b",3.5,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:ministral-3:3b,ollama:qwen3.5:4b",4.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:llama3.2:1b,ollama:llama3.2:3b",7.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:llama3.2:1b,ollama:qwen3.5:2b",5.5,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:llama3.2:1b,ollama:qwen3.5:4b",6.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:llama3.2:3b,ollama:qwen3.5:2b",4.5,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:llama3.2:3b,ollama:qwen3.5:4b",5.0,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:qwen3.5:2b,ollama:qwen3.5:4b",3.5,,2,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:ministral-3:3b",4.0,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:llama3.2:1b",5.33,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:llama3.2:3b",4.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:qwen3.5:2b",3.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,google:gemini-3.1-flash-lite,ollama:qwen3.5:4b",4.0,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b",5.33,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b",4.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:2b",3.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:4b",4.0,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b",6.0,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:2b",5.0,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:4b",5.33,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:2b",4.33,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:4b",4.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.5-flash-lite,ollama:qwen3.5:2b,ollama:qwen3.5:4b",3.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:1b",5.33,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:llama3.2:3b",4.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:2b",3.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:ministral-3:3b,ollama:qwen3.5:4b",4.0,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:llama3.2:3b",6.0,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:2b",5.0,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:llama3.2:1b,ollama:qwen3.5:4b",5.33,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:2b",4.33,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:llama3.2:3b,ollama:qwen3.5:4b",4.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"google:gemini-3.1-flash-lite,ollama:qwen3.5:2b,ollama:qwen3.5:4b",3.67,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
,675,4,"ollama:ministral-3:3b,ollama:llama3.2:1b,ollama:llama3.2:3b",6.0,,3,combination,Quelle est la différence entre les formes « s’hè » et « s’è » en corse ?,« s’hè » c’est le verbe « esse »
